Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00077;0100010105_OTRAS CANCELACIONES TEMPORALES DE UN VEHICULO INSCRITO (VOLUNTARIA, POR NORMAS REGIONALES, ENTRE OTRAS) EN EL REGISTRO NACIONAL DE SERVICIOS DE TRANSPORTE REMUNERADO DE ESCOLARES (RENASTRE);Procedimiento administrativo de función específica;Completado;Permite a los operadores solicitar la cancelación temporal de un vehículo (voluntaria, por normas regionales, entre otras) inscrito en un servicio del Registro Nacional de Servicios de Transportes Remunerado de Escolares (RENASTRE), a cargo de la Subsecretaría de Transportes.  El trámite está disponible durante todo el año en el sitio web de Subtrans, además de la oficina y correo electrónico de la Secretaría Regional Ministerial (SEREMI) de Transportes y Telecomunicaciones en la que se encuentra inscrito el servicio.  Dirigido a Operadores interesados en solicitar la cancelación temporal de un vehículo inscrito en un servicio de transporte escolar.;Áreas asociadas al mandato institucional;SECRETARIO/A REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de cancelación temporal;Certificado de Cancelación o Resolución Exenta de rechazo;Autorización;19831;https://www.bcn.cl/leychile/navegar?idNorma=204331&idVersion=2014-05-30&idParte=6402080;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://tramites.mtt.cl/tramites/0100010105;Sí;https://www.chileatiende.gob.cl/fichas/86220-otras-cancelaciones-temporales-de-un-vehiculo-inscrito-en-el-registro-nacional-de-servicios-de-transporte-remunerado-de-escolares-renastre;3;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;Sí;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada provista por un externo;Sí;Sí;Sí;Sí;Ambos medios;Solo por medios eléctronicos;Ambos medios;Sí;Sí;Poder notarial (incluyendo la copia autorizada) de la Escritura Pública del mandato;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00078;0100010024_HOMOLOGACION DE MOTOCICLETAS ;Procedimiento administrativo de función específica;Completado;Realizar la homologación de motocicletas nuevas, trámite dirigido a los fabricantes, armadores, importadores o representantes de estos vehículos en Chile  y consiste en el análisis técnico de vehículos que sean prototipos o vehículos de producción de modelos que pretendan comercializarse en el país, de manera de acreditar mediante este procedimiento que cumplen con las reglamentaciones establecidas para los aspectos constructivos (seguridad, dimensionales y funcionales) y de emisiones de la República de Chile.  Este trámite tiene alcance nacional.;Áreas asociadas al mandato institucional;SECRETARIO(A) TECNICO(A) CENTRO DE CONTROL Y CERTIFICACION VEHICULAR - DIVISION DE NORMAS Y OPERACIONES - 3CV;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de homologación;Certificado de Homologación más informes técnicos / Carta de rechazo.;Acreditación;18290;https://www.bcn.cl/leychile/navegar?i=29708;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico;;https://www.mtt.gob.cl/portaldetramites;Sí;https://www.chileatiende.gob.cl/fichas/22359-homologacion-de-motocicletas-nuevas;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;Sí;;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;TR-SUB00039-00169;0100010077_HABILITACION DE PERSONAS JURIDICAS PARA PERMISOS OCASIONALES DE TRANSPORTE INTERNACIONAL TERRESTRE;Otra Tramitación;Completado;Permite la habilitación de una persona jurídica, previa evaluación de sus estatutos, para solicitar permisos ocasionales de transporte internacional terrestre, tanto de carga como de pasajeros, así como país / país y bilaterales;Áreas asociadas al mandato institucional;JEFE/A DEPARTAMENTO DE ASUNTOS INTERNACIONALES;;;;Otros;1;https://www.bcn.cl/leychile/;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://subtrans.cerofilas.gob.cl/tramites/iniciar/1747;Sí;https://www.chileatiende.gob.cl/fichas/94706-habilitacion-de-personas-juridicas-para-permisos-ocasionales-de-transporte-internacional-terrestre;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;Sí;;;;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;Sí;Copia notarial del libro de accionistas.;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;TR-SUB00039-00170;0100010028_SOLICITUD DE INFORMACION DE TRANSITO;Otra Tramitación;Completado;Permite adquirir presupuesto por información generada por la Unidad Operativa de Control de Tránsito (UOCT). Por ejemplo: programaciones de semáforos, especificaciones técnicas de señales de led, o conteos continuos y periódicos de tráfico vehicular, entre otra (vea el campo detalles).;Áreas asociadas al mandato institucional;SECRETARIO(A) EJECUTIVO UNIDAD OPERATIVA DE CONTROL DE TRÁNSITO;;;;Prestaciones;21516;https://www.bcn.cl/leychile/navegar?idNorma=1186683;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;No tiene un expediente;;https://subtrans.cerofilas.gob.cl/tramites/iniciar/941;Sí;https://www.chileatiende.gob.cl/fichas/23628-solicitar-informacion-de-transito;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;Sí;;;;;;Sí;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00079;0100010064_ACREDITACION DE SIMULADORES DE INMERSION TOTAL;Procedimiento administrativo de función específica;Completado;Dirigido a personas naturales o jurídicas que requieran acreditar un simulador para la realización del curso especial para obtener las licencias de conductor profesional clases A3 y A5, esta acreditación se realiza mediante el análisis técnico del dispositivo mecánico-computacional. El simulador emula el funcionamiento de un determinado tipo de vehículo permitiendo al usuario realizar una conducción realista del mismo. Dicho análisis contempla la revisión de los antecedentes técnicos a fin de verificar el cumplimiento de los requisitos constructivos y funcionales, incluyendo sistemas y componentes. Este trámite tiene alcance nacional.;Áreas asociadas al mandato institucional;SECRETARIO(A) TECNICO(A) CENTRO DE CONTROL Y CERTIFICACION VEHICULAR - DIVISION DE NORMAS Y OPERACIONES - 3CV;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de acreditación;Certificado de Acreditación del Simulador de Inmersión Total / Carta de rechazo del Simulador de Inmersión Total;Acreditación;18290;https://www.bcn.cl/leychile/navegar?i=29708;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://subtrans.cerofilas.gob.cl/tramites/iniciar/1022;Sí;https://www.chileatiende.gob.cl/fichas/84242-acreditacion-de-simuladores-de-inmersion-total-sit;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;Sí;;;Sí;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;TR-SUB00039-00171;0100010152_ACREDITACION DE PRESTACION DE SERVICIOS DE TRANSPORTE ESCOLAR;Otra Tramitación;Completado;Permite a operadores que se adjudicaron un contrato para el transporte de escolar, y que reciben un subsidio estatal por los servicios prestados, acreditar la entrega de esos servicios.  Está dirigido a operadores que tengan un contrato vigente con la Subsecretaría de Transportes y reciban un subsidio asociado a un servicio de transporte de estudiantes. En el caso de las personas jurídicas, podrán realizar el trámite en línea el o la representante legal de la empresa.  El operador contratado debe informar mensualmente a la Secretaría Regional Ministerial (SEREMI) de Transportes y Telecomunicaciones, que corresponda, la cantidad de estudiantes transportados, mediante un “Informe estadístico de pasajeros”, según el anexo Nº 4 de las bases. El documento debe estar firmado por la persona responsable del establecimiento educacional que recibe el servicio.  ;Áreas asociadas al mandato institucional;JEFE/A DIVISIÓN TRANSPORTE PÚBLICO REGIONAL;;;;Acreditación;20378;https://www.bcn.cl/leychile/navegar?idNorma=1005871;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://capturador.dtpr.cl/WebClient/Login?idProceso=5089912d-0f31-44b2-abaa-9f230b00d59c;Sí;https://www.chileatiende.gob.cl/fichas/86699-acreditar-la-prestacion-de-servicios-de-transporte-escolar;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;;Sí;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00080;0100010022_ACREDITACION DE DISPOSITIVOS PARA CICLOS;Procedimiento administrativo de función específica;Completado;Realizar la acreditación de los cascos para ocupantes de ciclos y de los dispositivos adicionales para el transporte de infantes, trámite dirigido al importador, distribuidor, primer vendedor u otro de cascos y de dispositivos de transporte de infantes.    Este trámite tiene alcance nacional.;Áreas asociadas al mandato institucional;SECRETARIO(A) TECNICO(A) CENTRO DE CONTROL Y CERTIFICACION VEHICULAR - DIVISION DE NORMAS Y OPERACIONES - 3CV;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de acreditación;Certificado de Acreditación / Carta de rechazo.;Acreditación;21088;https://www.bcn.cl/leychile/navegar?idNorma=1118358;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico;;https://www.mtt.gob.cl/portaldetramites;Sí;https://www.chileatiende.gob.cl/fichas/125109-acreditacion-de-dispositivos-para-ciclos;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;Sí;;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00081;0100010073_USO O INTERVENCION DE CALZADA POR OBRAS;Procedimiento administrativo de función específica;Completado;Permite a quien ejecute trabajos o realice actividades deportivas, culturales, artísticas o sociales en las vías públicas, solicitar una autorización para hacer uso total o parcial de la calzada, incluyendo su cierre si fuese necesario. Las razones más recurrentes para prohibir por causa justificada, la circulación de todo vehículo o de tipos específicos de éstos, por determinadas vías públicas consisten en la realización de obras o desvíos de tránsito, actividades deportivas, actividades artísticas y sociales, entre otras.;Áreas asociadas al mandato institucional;Secretario Regional Ministerial de Transportes y Telecomunicaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de uso, intervención o cierre de calzada por obras u otras actividades;Oficio / Resolución Exenta que aprueba o rechaza la solicitud;Pronunciamiento;18059;https://www.bcn.cl/leychile/navegar?idNorma=29486;No;Órganos de la administración del Estado;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://cerofilas.subtrans.gob.cl/tramites/iniciar/3;Sí;https://www.chileatiende.gob.cl/fichas/56092-uso-cierre-o-intervencion-de-calzada-por-obras;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;Sí;;Sí;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;;Sí;Ambos medios;;Ambos medios;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00082;0100010036_CANJE LICENCIA DE CONDUCTOR SURCOREANA;Procedimiento administrativo de función específica;Completado;Permite obtener un certificado para canjear una licencia de conductor surcoreana por una chilena en la municipalidad del domicilio del conductor.;Áreas asociadas al mandato institucional;JEFE/A DEPARTAMENTO DE ASUNTOS INTERNACIONALES;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud;Certificado de canje de licencia de conductor surcoreana;Autorización;1;https://www.bcn.cl/leychile/;No;Persona natural: Todo individuo de la especie humana, cualquiera sea su sexo, edad, raza o condición social;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://subtrans.cerofilas.gob.cl/tramites/iniciar/1010;Sí;https://www.chileatiende.gob.cl/fichas/24997-canje-de-licencia-de-conductor-surcoreana;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;Sí;;;;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00039;Subsecretaría de Transportes;PT-SUB00039-00083;0100010123_CANCELACION POR TRASLADO DE REGION DE UN VEHICULO INSCRITO EN UN SERVICIO EN EL REGISTRO NACIONAL DE SERVICIOS DE TRANSPORTE REMUNERADO DE ESCOLARES (RENASTRE);Procedimiento administrativo de función específica;Completado;Permite a los operadores solicitar la cancelación por traslado de región de un vehículo que forma parte de un servicio inscrito en el Registro Nacional de Servicios de Transportes Remunerado de Escolares (RENASTRE), a cargo de la Subsecretaría de Transportes.  Trámite que consiste en la cancelación temporal de un vehículo inscrito en  un servicio en el Registro Nacional de Servicios de Transportes Remunerado de Escolares (RENASTRE) de una determinada región para reincorporarlo en un servicio de otra región, siempre que la normativa lo permita.  El trámite está disponible durante todo el año en el sitio web de Subtrans, además de la oficina y correo electrónico de la Secretaría Regional Ministerial (SEREMI) de Transportes y Telecomunicaciones en la que se encuentra inscrito el servicio.  Validar la Cancelación por Traslado de Región de un vehículo inscrito en el RENASTRE, que efectúan los operadores de transporte en las Secretarías Regionales Ministeriales de Transportes y Telecomunicaciones, al proceso interno de validación y entrega de documentos habilitantes para los interesados.  Dirigido a operadores de servicios interesados en cancelar un vehículo de un servicio de transporte escolar por traslado de región.;Áreas asociadas al mandato institucional;SECRETARIO/A REGIONAL MINISTERIAL DE TRANSPORTES Y TELECOMUNICACIONES;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de Cancelación por traslado de región de un vehículo inscrito en el Registro Nacional de Servicios de Transporte Remunerado de Escolares (RENASTRE);Certificados de cancelación o Resolución de Rechazo;Autorización;19831;https://www.bcn.cl/leychile/navegar?idNorma=204331&idVersion=2014-05-30&idParte=6402080;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://tramites.mtt.cl/tramites/0100010123;Sí;https://www.chileatiende.gob.cl/fichas/86039-cancelacion-por-traslado-de-region-de-un-vehiculo-inscrito-en-el-registro-nacional-de-servicios-de-transporte-remunerado-de-escolares-renastre;3;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;Sí;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada provista por un externo;Sí;Sí;Sí;Sí;Ambos medios;Solo por medios eléctronicos;Ambos medios;Sí;Sí;Escritura pública del mandato o del poder notarial (incluyendo la copia autorizada);No considera comunicaciones oficiales
