institucion_origen,institucion_destino,soporte_total,n_pares_servicio,lift_max,categoria
Comisión para el Mercado Financiero,Subsecretaría de Telecomunicaciones,56248,1,2.05,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Subsecretaría de Telecomunicaciones,55184,2,1.34,efecto_base_lift_bajo
BPO Advisors SpA,Subsecretaría de Redes Asistenciales,55181,1,1.32,efecto_base_lift_bajo
Instituto de Desarrollo Agropecuario,Subsecretaría de Evaluación Social,54876,3,6.45,artefacto_vus
Ministerio de Desarrollo Social y Familia,Subsecretaría de Transportes,54820,2,1.44,efecto_base_lift_bajo
Poder Judicial,Comisión para la Integridad Pública y Transparencia,54708,2,2.19,candidato_sin_verificar
Servicio de Salud Maule,Fondo Nacional de Salud,54611,4,2.52,candidato_sin_verificar
Fondo Nacional de Salud,Superintendencia de Educación,53457,1,1.67,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Subsecretaría de Telecomunicaciones,53327,1,1.58,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Sociedad Administradora de Fondos de Cesantía de Chile S.A.,53126,2,1.27,efecto_base_lift_bajo
ACEPTA.COM S.A.,Dirección General de Movilización Nacional,52746,1,1.44,confirmado_acepta
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Instituto de Desarrollo Agropecuario,52720,1,1.87,candidato_sin_verificar
Subsecretaría de Evaluación Social,Subsecretaría de Justicia,52680,2,4.6,candidato_sin_verificar
ACEPTA.COM S.A.,Superintendencia de Salud,51879,1,1.87,confirmado_acepta
Fondo Nacional de Salud,Ministerio de Transportes y Telecomunicaciones,51777,2,1.86,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Superintendencia de Educación,51354,1,1.58,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Ministerio de Transportes y Telecomunicaciones,51332,1,1.62,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Ministerio de Transportes y Telecomunicaciones,50753,2,1.91,candidato_sin_verificar
Servicio Nacional del Consumidor,Carabineros de Chile,50271,2,2.3,candidato_sin_verificar
Subsecretaría de Educación,Subsecretaría de Evaluación Social,50220,3,2.58,artefacto_vus
Fondo de Solidaridad e Inversión Social,Fondo Nacional de Salud,49227,3,1.91,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Consejo Nacional de Televisión,49043,2,1.25,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Policía de Investigaciones de Chile,49036,2,1.35,efecto_base_lift_bajo
Fondo Nacional de Salud,Subsecretaría de Transportes,48844,4,2.01,candidato_sin_verificar
Ministerio de Educación,Subsecretaría de Educación,48683,3,52.67,candidato_sin_verificar
ACEPTA.COM S.A.,Contraloría General de la República,48478,3,1.74,confirmado_acepta
Ministerio de Desarrollo Social y Familia,Subsecretaría General de Gobierno,47619,2,1.42,efecto_base_lift_bajo
Dirección del Trabajo,Subsecretaría de Economía y Empresas de Menor Tamaño,47488,4,3.38,candidato_sin_verificar
Fondo Nacional de Salud,Subsecretaría General de Gobierno,47326,4,2.18,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Sociedad Administradora de Fondos de Cesantía de Chile S.A.,47157,2,4.65,candidato_sin_verificar
Municipalidad de La Florida,Subsecretaría de Evaluación Social,47034,1,1.35,artefacto_vus
Subsecretaría de Redes Asistenciales,Subsecretaría de Desarrollo Regional y Administrativo,47010,3,4.02,candidato_sin_verificar
Fondo Nacional de Salud,Subsecretaría de Telecomunicaciones,46831,2,1.76,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Servicio de Impuestos Internos,46796,5,10.42,candidato_sin_verificar
Poder Judicial,Superintendencia de Educación,46668,1,2.74,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Ministerio Público,46536,1,1.45,efecto_base_lift_bajo
Servicio de Impuestos Internos,Dirección Nacional del Servicio Civil,46083,2,1.68,candidato_sin_verificar
BPO Advisors SpA,Fondo Nacional de Salud,46077,3,2.59,candidato_sin_verificar
ACEPTA.COM S.A.,Servicio Nacional del Patrimonio Cultural,46032,1,1.65,confirmado_acepta
Poder Judicial,Subsecretaría de Economía y Empresas de Menor Tamaño,45870,8,3.88,candidato_sin_verificar
Servicio Agrícola y Ganadero,Superintendencia de Salud,45273,1,2.17,candidato_sin_verificar
Dirección del Trabajo,Carabineros de Chile,45051,2,3.32,candidato_sin_verificar
Ministerio Público,Subsecretaría de Redes Asistenciales,44921,1,1.62,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Subsecretaría de Educación,44880,4,1.75,candidato_sin_verificar
Gendarmería de Chile,Fondo Nacional de Salud,44849,3,2.07,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Carabineros de Chile,44203,2,1.64,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Servicio Nacional de Aduanas,44133,2,1.78,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Presidencia de la República,43869,1,1.29,efecto_base_lift_bajo
Contraloría General de la República,Comisión para la Integridad Pública y Transparencia,43812,3,17.86,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Subsecretaría de Economía y Empresas de Menor Tamaño,43560,3,6.44,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Carabineros de Chile,43313,4,6.49,candidato_sin_verificar
Secretaría de Gobierno Digital,Subsecretaría de Economía y Empresas de Menor Tamaño,42994,3,1.55,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de Justicia,42697,5,3.88,candidato_sin_verificar
ACEPTA.COM S.A.,Ministerio de Salud,42508,1,2.01,confirmado_acepta
Subsecretaría de Redes Asistenciales,Contraloría General de la República,42409,3,5.04,candidato_sin_verificar
Fondo Nacional de Salud,Consejo Nacional de Televisión,42348,4,2.19,candidato_sin_verificar
E-Cert Chile,Carabineros de Chile,41445,1,1.71,candidato_sin_verificar
Fondo Nacional de Salud,Sociedad Administradora de Fondos de Cesantía de Chile S.A.,41441,1,1.89,candidato_sin_verificar
ACEPTA.COM S.A.,Subsecretaría de Desarrollo Regional y Administrativo,41142,2,1.96,confirmado_acepta
Servicio Agrícola y Ganadero,Subsecretaría de Desarrollo Regional y Administrativo,41113,4,6.29,candidato_sin_verificar
Subsecretaría de Transportes,Fondo Nacional de Salud,40947,4,2.02,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Subsecretaría de Transportes,40752,3,1.7,candidato_sin_verificar
Municipalidad de La Florida,Fondo Nacional de Salud,40480,3,1.83,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Instituto de Previsión Social,40400,1,1.28,efecto_base_lift_bajo
Subsecretaría de Evaluación Social,Subsecretaría de Redes Asistenciales,40269,4,2.5,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,AFP Uno,39859,6,2.39,candidato_sin_verificar
Subsecretaría General de Gobierno,Subsecretaría de Evaluación Social,39851,4,13.66,artefacto_vus
Servicio de Tesorerías,Contraloría General de la República,39809,2,2.56,candidato_sin_verificar
Fondo Nacional de Salud,Servicio Nacional de Aduanas,39656,4,2.18,candidato_sin_verificar
E-Sign S.A.,AFP Uno,39528,2,2.13,candidato_sin_verificar
Subsecretaría del Trabajo,AFP Uno,39188,3,2.34,candidato_sin_verificar
BPO Advisors SpA,Ministerio Público,39188,2,2.16,candidato_sin_verificar
Secretaría de Gobierno Digital,Subsecretaría de Redes Asistenciales,39143,6,2.33,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Subsecretaría de Justicia,38646,3,2.0,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Consejo Nacional de Televisión,38540,3,1.53,candidato_sin_verificar
Subsecretaría de Justicia,Subsecretaría de Redes Asistenciales,38515,4,2.6,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Justicia,38295,3,4.17,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Transportes,38212,3,3.09,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Contraloría General de la República,38155,1,1.34,efecto_base_lift_bajo
Ministerio de Desarrollo Social y Familia,Corporación de Fomento de la Producción,38112,1,1.26,efecto_base_lift_bajo
Servicio de Impuestos Internos,Subsecretaría de Educación,38080,6,2.4,candidato_sin_verificar
Instituto Nacional de Estadísticas,Dirección Nacional del Servicio Civil,38040,2,9.46,candidato_sin_verificar
Instituto de Previsión Social,Subsecretaría de Vivienda y Urbanismo,37944,3,2.45,candidato_sin_verificar
Servicio de Impuestos Internos,Subsecretaría de Economía y Empresas de Menor Tamaño,37832,6,2.04,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio de Salud Araucanía Sur,37699,2,1.9,candidato_sin_verificar
Poder Judicial,Dirección del Trabajo,37537,5,2.18,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Subsecretaría de Derechos Humanos,37517,1,1.29,efecto_base_lift_bajo
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría del Interior,37473,1,8.39,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Dirección del Trabajo,37365,1,1.3,efecto_base_lift_bajo
ACEPTA.COM S.A.,Subsecretaría de Evaluación Social,37102,1,1.37,confirmado_acepta
Poder Judicial,Subsecretaría de Telecomunicaciones,36965,4,2.31,candidato_sin_verificar
Municipalidad de Las Condes,Servicio de Impuestos Internos,36900,2,2.04,candidato_sin_verificar
Poder Judicial,Subsecretaría del Interior,36700,1,2.86,candidato_sin_verificar
Servicio de Impuestos Internos,Municipalidad de Peñalolén,36454,3,1.74,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Ministerio Público,36242,7,7.58,candidato_sin_verificar
Servicio Electoral,AFP Uno,36041,2,2.07,candidato_sin_verificar
ACEPTA.COM S.A.,Servicio de Cooperación Técnica,35812,1,1.72,confirmado_acepta
Ministerio de Transportes y Telecomunicaciones,Subsecretaría de Evaluación Social,35714,2,1.44,artefacto_vus
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Subsecretaría de Economía y Empresas de Menor Tamaño,35489,2,1.62,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Subsecretaría de Redes Asistenciales,35418,3,3.09,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Ministerio Público,35299,3,2.06,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Salud Pública,35161,4,3.95,candidato_sin_verificar
Instituto de Previsión Social,Servicio de Salud Araucanía Sur,35145,3,2.34,candidato_sin_verificar
Poder Judicial,Subsecretaría de Derechos Humanos,35119,2,2.73,candidato_sin_verificar
Servicio de Tesorerías,Carabineros de Chile,35109,1,1.63,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría de Educación,34633,3,2.33,candidato_sin_verificar
Superintendencia de Salud,Subsecretaría de Redes Asistenciales,34445,1,2.46,candidato_sin_verificar
Fondo Nacional de Salud,Policía de Investigaciones de Chile,34377,4,1.86,candidato_sin_verificar
Fondo Nacional de Salud,Servicio de Salud Araucanía Sur,34331,3,2.91,candidato_sin_verificar
Servicio Agrícola y Ganadero,Subsecretaría de Vivienda y Urbanismo,34325,1,1.47,efecto_base_lift_bajo
Servicio de Impuestos Internos,Servicio de Salud Araucanía Sur,34085,2,1.26,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,33944,1,1.34,efecto_base_lift_bajo
Servicio de Impuestos Internos,Subsecretaría de Derechos Humanos,33719,2,1.67,candidato_sin_verificar
Poder Judicial,Consejo Nacional de Televisión,33672,2,1.88,candidato_sin_verificar
Servicio de Impuestos Internos,Subsecretaría de Desarrollo Regional y Administrativo,33618,3,2.9,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Superintendencia de Insolvencia y Reemprendimiento,33489,2,6.77,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Policía de Investigaciones de Chile,33465,2,1.79,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Subsecretaría de Redes Asistenciales,33459,4,2.54,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Junta Nacional de Jardines Infantiles,33437,3,1.4,efecto_base_lift_bajo
Instituto de Previsión Social,Contraloría General de la República,33316,1,1.28,efecto_base_lift_bajo
Dirección General de Movilización Nacional,Subsecretaría de Redes Asistenciales,33249,1,1.8,candidato_sin_verificar
Servicio de Cooperación Técnica,Fondo Nacional de Salud,33053,4,3.41,candidato_sin_verificar
Superintendencia de Salud,Carabineros de Chile,32945,3,2.84,candidato_sin_verificar
Municipalidad de Santiago,Fondo Nacional de Salud,32927,4,1.75,candidato_sin_verificar
Servicio Electoral,Subsecretaría de Evaluación Social,32905,4,3.4,artefacto_vus
Municipalidad de Los Angeles,Subsecretaría de Evaluación Social,32583,2,1.69,artefacto_vus
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Consejo Nacional de Televisión,32124,2,1.51,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Secretaría de Gobierno Digital,32040,4,2.78,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Carabineros de Chile,31735,7,4.55,candidato_sin_verificar
Subsecretaría de Transportes,AFP Uno,31463,2,2.37,candidato_sin_verificar
Servicio Nacional del Patrimonio Cultural,Subsecretaría de Redes Asistenciales,31352,2,2.11,candidato_sin_verificar
Comisión para el Mercado Financiero,Consejo Nacional de Televisión,31230,1,1.84,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría de Justicia,31059,4,2.81,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Subsecretaría de Salud Pública,31043,2,3.21,candidato_sin_verificar
Universidad de La Frontera,Subsecretaría de Educación,31002,3,67.66,candidato_sin_verificar
Secretaría de Gobierno Digital,Servicio Nacional de Aduanas,30999,2,2.23,candidato_sin_verificar
Secretaría de Gobierno Digital,Consejo Nacional de Televisión,30765,1,1.28,efecto_base_lift_bajo
Servicio de Impuestos Internos,Servicio Nacional del Consumidor,30671,2,1.66,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Subsecretaría de Servicios Sociales,30667,1,6.47,candidato_sin_verificar
Superintendencia de Seguridad Social,Fondo Nacional de Salud,30613,8,4.11,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Ministerio Público,30549,5,2.77,candidato_sin_verificar
ACEPTA.COM S.A.,Superintendencia de Electricidad y Combustibles,30440,3,2.37,confirmado_acepta
Ministerio de Desarrollo Social y Familia,Corporación Nacional de Desarrollo Indígena,30398,1,1.95,candidato_sin_verificar
Subsecretaría del Trabajo,Ministerio Público,30218,2,2.41,candidato_sin_verificar
Servicio Nacional del Consumidor,AFP Uno,30129,2,2.07,candidato_sin_verificar
Servicio de Impuestos Internos,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,29782,2,1.69,candidato_sin_verificar
Dirección General de Movilización Nacional,Fondo Nacional de Salud,29688,3,4.45,candidato_sin_verificar
Ministerio Público,Carabineros de Chile,29663,3,4.18,candidato_sin_verificar
Servicio de Cooperación Técnica,Subsecretaría de Economía y Empresas de Menor Tamaño,29644,3,33.14,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Municipalidad de Peñalolén,29060,1,1.25,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Secretaría de Gobierno Digital,29051,4,2.89,candidato_sin_verificar
Fondo Nacional de Salud,Subsecretaría de Economía y Empresas de Menor Tamaño,29011,5,2.56,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio Nacional de la Discapacidad,28761,2,2.02,candidato_sin_verificar
Fondo Nacional de Salud,Dirección Nacional del Servicio Civil,28747,1,1.39,efecto_base_lift_bajo
Subsecretaría de Transportes,Ministerio Público,28632,4,3.02,candidato_sin_verificar
Contraloría General de la República,Dirección Nacional del Servicio Civil,28325,2,27.85,candidato_sin_verificar
ACEPTA.COM S.A.,Comisión Administradora del Sistema de Créditos para Estudios Superiores,28248,3,2.23,confirmado_acepta
